/* DATA DESCRIPTION:
Citation:	Erhardt, Tobias; Capron, Emilie; Rasmussen, Sune Olander; Schüpbach, Simon; Bigler, Matthias; Adolphi, Florian; Fischer, Hubertus (2018): NGRIP high resolution calcium, sodium concentrations and layer thickness (over warming events, 10-60ka). PANGAEA, https://doi.org/10.1594/PANGAEA.896740, 
	In supplement to: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019
Related to:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo Møllesøe (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
	North Greenland Ice Core Project Members; Andersen, Katrine K; Azuma, Nobuhiko; Barnola, Jean-Marc; Bigler, Matthias; Biscaye, Pierre Eginton; Caillon, Nicolas; Chappellaz, Jérôme A; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Fischer, H; Flückiger, Jacqueline; Fritzsche, Diedrich; Fujii, Yushiyuki; Goto-Azuma, Kumiko; Grönvold, Karl; Gundestrup, Niels S; Hansson, Margareta E; Huber, C; Hvidberg, Christine Schøtt; Johnsen, Sigfús Jóhann; Jonsell, Ulf; Jouzel, Jean; Kipfstuhl, Sepp; Landais, Amaelle; Leuenberger, Markus Christian; Lorrain, Reginald D; Masson-Delmotte, Valerie; Miller, H; Motoyama, Hideaki; Narita, H; Popp, Trevor; Rasmussen, Sune Olander; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Samyn, D; Schwander, Jakob; Shoji, Hitoshi; Siggaard-Andersen, Marie-Louise; Steffensen, J P; Stocker, T; Sveinbjörnsdottir, Árný E; Svensson, Anders M; Takata, Morimasa; Tison, Jean-Louis; Thorsteinsson, Thorsteinn; Watanabe, Okitsugu; Wilhelms, Frank; White, James W C (2004): High-resolution record of Northern Hemisphere climate extending into the last interglacial period. Nature, 431(7005), 147-151, https://doi.org/10.1038/nature02805
	Svensson, Anders M; Andersen, Katrine K; Bigler, Matthias; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Davies, Siwan M; Johnsen, Sigfús Jóhann; Muscheler, Raimund; Parrenin, Frédéric; Rasmussen, Sune Olander; Röthlisberger, Regine; Seierstad, Inger K; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe (2008): A 60 000 year Greenland stratigraphic ice core chronology. Climate of the Past, 4(1), 47-57, https://doi.org/10.5194/cp-4-47-2008
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM ELEVATION: 2917.0 m * MAXIMUM ELEVATION: 2917.0 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * COMMENT: Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NGRIP
	Ageprofile Datum Description (Ageprof dat des) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de)
	Sodium [ng/g] (Na+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Calcium [ng/g] (Ca2+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Layer thickness [m] (Thickness) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Calculated * COMMENT: Calculated from the age model
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	19498 data points
*/
Age [ka BP]	Ageprof dat des	Na+ [ng/g]	Ca2+ [ng/g]	Thickness [m]
11.8175	Holocene	47.5441	124.7823	0.0290
11.8185	Holocene	24.9650	84.3713	0.0300
11.8195	Holocene	52.3716	84.6454	0.0250
11.8205	Holocene	88.8290	129.6466	0.0200
11.8215	Holocene	87.5352	201.0788	0.0260
11.8225	Holocene	34.5491	112.3095	0.0290
11.8235	Holocene	35.4218	115.2334	0.0310
11.8245	Holocene	55.1113	145.7773	0.0420
11.8255	Holocene	35.5731	115.1700	0.0430
11.8265	Holocene	26.8556	82.4906	0.0220
11.8275	Holocene	26.4675	86.9930	0.0220
11.8285	Holocene	67.4572	148.0655	0.0210
11.8295	Holocene	91.2511	159.5280	0.0170
11.8305	Holocene	74.0480	140.5134	0.0290
11.8315	Holocene	92.9496	150.9833	0.0260
11.8325	Holocene	103.0341	143.6090	0.0210
11.8335	Holocene	59.1893	119.3632	0.0350
11.8345	Holocene	87.8609	136.3633	0.0270
11.8355	Holocene	68.1230	128.1921	0.0270
11.8365	Holocene	60.9091	127.4713	0.0270
11.8375	Holocene	75.1121	127.8348	0.0120
11.8385	Holocene	55.7455	109.9723	0.0170
11.8395	Holocene	43.4075	103.9770	0.0190
11.8405	Holocene	38.7715	111.5796	0.0270
11.8415	Holocene	47.7082	104.7314	0.0240
11.8425	Holocene	46.5400	107.2470	0.0480
11.8435	Holocene	37.0275	129.4219	0.0300
11.8445	Holocene	27.1828	101.0356	0.0280
11.8455	Holocene	46.4502	78.3054	0.0260
11.8465	Holocene	49.4529	118.8524	0.0290
11.8475	Holocene	37.4595	95.3450	0.0280
11.8485	Holocene	26.3856	96.6928	0.0290
11.8495	Holocene	22.3596	91.1594	0.0300
11.8505	Holocene	70.3052	141.7360	0.0250
11.8515	Holocene	85.6726	157.1417	0.0290
11.8525	Holocene	48.2050	149.2532	0.0330
11.8535	Holocene	51.5648	125.6408	0.0340
11.8545	Holocene	103.6535	225.7148	0.0260
11.8555	Holocene	22.7174	98.8128	0.0250
11.8565	Holocene	72.7122	144.9362	0.0230
11.8575	Holocene			0.0260
11.8585	Holocene	43.7628	50.1239	0.0320
11.8595	Holocene	37.5266	85.5351	0.0300
11.8605	Holocene	49.4111	120.8988	0.0260
11.8615	Holocene	52.6051	108.1929	0.0300
11.8625	Holocene	49.4652	121.6118	0.0370
11.8635	Holocene	73.7852	223.5657	0.0180
11.8645	Holocene	32.3666	147.3824	0.0260
11.8655	Holocene	36.7742	155.0506	0.0420
11.8665	Holocene	26.3602	155.2160	0.0290
11.8675	Holocene	31.5145	147.6174	0.0250
11.8685	Holocene	30.5219	111.5351	0.0350
11.8695	Holocene	47.6784	100.5367	0.0290
11.8705	Holocene	35.3355	97.3549	0.0380
11.8715	Holocene	89.3643	123.3373	0.0390
11.8725	Holocene	67.7037	138.2410	0.0390
11.8735	Holocene	122.5137	85.8982	0.0260
11.8745	Holocene	119.6061	196.8709	0.0240
11.8755	Holocene	100.8643	170.9140	0.0360
11.8765	Holocene	88.2352	159.3528	0.0280
11.8775	Holocene	91.3604	208.8877	0.0290
11.8785	Holocene	55.2946	190.5482	0.0230
11.8795	Holocene	31.4664	152.0050	0.0270
11.8805	Holocene	42.5117	180.6794	0.0250
11.8815	Holocene	56.0684	185.0618	0.0200
11.8825	Holocene	58.3504	169.7558	0.0250
11.8835	Holocene	67.6421	178.5720	0.0300
11.8845	Holocene	47.7825	154.7828	0.0200
11.8855	Holocene	67.2970	161.1691	0.0260
11.8865	Holocene	53.7961	149.2285	0.0430
11.8875	Holocene	33.5649	134.0898	0.0320
11.8885	Holocene	17.2516	89.2305	0.0390
11.8895	Holocene	53.8631	143.0732	0.0280
11.8905	Holocene	69.1346	123.0328	0.0310
11.8915	Holocene	67.7686	161.4386	0.0270
11.8925	Holocene	103.9990	164.4014	0.0230
11.8935	Holocene	80.0766	186.2210	0.0200
11.8945	Holocene	14.3238	98.2489	0.0270
11.8955	Holocene	35.1807	133.8771	0.0300
11.8965	Holocene	50.5260	136.0568	0.0400
11.8975	Holocene	42.8340	128.3349	0.0500
11.8985	Holocene	36.1702	124.2536	0.0290
11.8995	Holocene	84.8121	217.1166	0.0250
11.9005	Holocene	128.9106	248.5082	0.0350
11.9015	Holocene	29.6771	87.3711	0.0320
11.9025	Holocene	95.7251	92.7872	0.0280
14.3925	GI-1e	18.2944	25.6126	0.0540
14.3935	GI-1e	25.1498	19.1719	0.0470
14.3945	GI-1e	32.4497	27.0129	0.0420
14.3955	GI-1e	45.4545	28.6677	0.0740
14.3965	GI-1e	32.9050	32.0339	0.0500
14.3975	GI-1e	46.4729	28.6888	0.0480
14.3985	GI-1e	41.3675	25.3339	0.0480
14.3995	GI-1e	37.7691	19.0274	0.0360
14.4005	GI-1e	58.7301	14.7461	0.0370
14.4015	GI-1e	60.4943	34.6947	0.0480
14.4025	GI-1e	43.4580	30.1476	0.0510
14.4035	GI-1e	28.3872	26.7481	0.0640
14.4045	GI-1e	33.3968	31.1480	0.0640
14.4055	GI-1e	32.7966	37.2431	0.0650
14.4065	GI-1e	25.2490	22.6334	0.0580
14.4075	GI-1e	35.9824	29.6409	0.0510
14.4085	GI-1e	33.5459	35.1023	0.0740
14.4095	GI-1e	43.3316	62.0273	0.0460
14.4105	GI-1e	37.4088	34.6751	0.0600
14.4115	GI-1e	32.2164	29.5479	0.0450
14.4125	GI-1e	38.1768	25.5811	0.0440
14.4135	GI-1e	28.6691	36.0467	0.0570
14.4145	GI-1e	23.8603	32.8818	0.0550
14.4155	GI-1e	37.4033	29.9415	0.0570
14.4165	GI-1e	37.5643	30.6982	0.0550
14.4175	GI-1e	28.4444	29.6227	0.0680
14.4185	GI-1e	35.1511	38.1773	0.0610
14.4195	GI-1e	39.6429	34.5276	0.0470
14.4205	GI-1e	25.8827	33.4413	0.0570
14.4215	GI-1e	34.7296	38.1838	0.0540
14.4225	GI-1e	29.7175	26.1128	0.0760
14.4235	GI-1e	23.5615	23.2186	0.0410
14.4245	GI-1e	25.3717	21.1737	0.0420
14.4255	GI-1e	42.1743	16.6571	0.0330
14.4265	GI-1e	24.6302	15.4694	0.0570
14.4275	GI-1e	25.5279	18.8338	0.0420
14.4285	GI-1e	35.2048	26.2222	0.0670
14.4295	GI-1e	34.3169	28.7523	0.0500
14.4305	GI-1e	44.9674	27.7533	0.0360
14.4315	GI-1e	39.3992	20.5502	0.0330
14.4325	GI-1e	47.9117	23.4124	0.0470
14.4335	GI-1e	23.5442	19.2683	0.0400
14.4345	GI-1e	24.9426	21.8162	0.0340
14.4355	GI-1e	74.8088	43.9244	0.0530
14.4365	GI-1e	60.7296	48.1791	0.0670
14.4375	GI-1e	28.0342	40.5307	0.0590
14.4385	GI-1e	30.1280	24.7117	0.0460
14.4395	GI-1e	26.9634	31.4108	0.0330
14.4405	GI-1e	52.6948	33.2073	0.0350
14.4415	GI-1e	26.5223	30.7318	0.0340
14.4425	GI-1e	26.4572	21.1245	0.0510
14.4435	GI-1e	46.7706	25.9991	0.0420
14.4445	GI-1e	30.7511	22.8089	0.0510
14.4455	GI-1e	26.3597	24.1519	0.0300
14.4465	GI-1e	23.1804	14.0838	0.0270
14.4475	GI-1e	24.7889	20.4056	0.0380
14.4485	GI-1e	53.2048	40.2213	0.0260
14.4495	GI-1e	43.5217	48.7650	0.0540
14.4505	GI-1e	42.5385	49.9977	0.0600
14.4515	GI-1e	34.7763	30.1206	0.0480
14.4525	GI-1e	44.4673	42.7260	0.0440
14.4535	GI-1e	30.9220	57.3959	0.0370
14.4545	GI-1e	16.1503	36.7945	0.0510
14.4555	GI-1e	25.9092	26.9645	0.0480
14.4565	GI-1e	20.4675	31.2041	0.0720
14.4575	GI-1e	27.6338	29.3268	0.0640
14.4585	GI-1e	32.9616	36.3390	0.0570
14.4595	GI-1e	23.2280	28.4659	0.0500
14.4605	GI-1e	25.5357	25.7844	0.0610
14.4615	GI-1e	29.3174	38.7148	0.0660
14.4625	GI-1e	27.9142	36.9020	0.0700
14.4635	GI-1e	32.1311	57.3954	0.0470
14.4645	GI-1e	36.4118	46.5033	0.0360
14.4655	GI-1e	43.9919	36.2399	0.0400
14.4665	GI-1e	29.5986	22.9520	0.0730
14.4675	GI-1e	39.0290	26.4223	0.0600
14.4685	GI-1e	45.8459	31.5664	0.0570
14.4695	GI-1e	35.2619	27.9740	0.0380
14.4705	GI-1e	29.9965	27.5835	0.0570
14.4715	GI-1e	39.5335	36.5262	0.0640
14.4725	GI-1e	28.0993	24.7890	0.0580
14.4735	GI-1e	32.8361	29.8445	0.0370
14.4745	GI-1e	32.8361	28.7498	0.0560
14.4755	GI-1e	43.9633	29.2625	0.0630
14.4765	GI-1e	34.3052	35.7519	0.0540
14.4775	GI-1e	29.8419	49.1941	0.0600
14.4785	GI-1e	27.1039	32.3020	0.0410
14.4795	GI-1e	21.1824	23.5178	0.0690
14.4805	GI-1e	23.6002	23.3539	0.0600
14.4815	GI-1e	20.0902	16.0888	0.0550
14.4825	GI-1e	29.4037	17.9580	0.0730
14.4835	GI-1e	28.3641	21.4308	0.0630
14.4845	GI-1e	27.3870	18.4978	0.0580
14.4855	GI-1e	28.3176	18.9122	0.0580
14.4865	GI-1e	31.3906	27.5661	0.0510
14.4875	GI-1e	28.7405	29.0387	0.0320
14.4885	GI-1e	30.9598	24.3481	0.0410
14.4895	GI-1e			0.0380
14.4905	GI-1e	21.6683	24.2046	0.0750
14.4915	GI-1e	51.4673	51.5154	0.0430
14.4925	GI-1e	50.6896	55.7714	0.0720
14.4935	GI-1e	42.6642	30.7854	0.0690
14.4945	GI-1e	20.1334	24.7319	0.0540
14.4955	GI-1e	33.2349	23.0112	0.0530
14.4965	GI-1e	40.8334	23.0827	0.0450
14.4975	GI-1e	33.4904	24.8226	0.0320
14.4985	GI-1e	33.0269	18.5091	0.0350
14.4995	GI-1e	25.1418	22.0632	0.0600
14.5005	GI-1e	23.2431	26.8819	0.0580
14.5015	GI-1e	24.1244	21.9694	0.0680
14.5025	GI-1e	49.4695	24.3923	0.0510
14.5035	GI-1e	48.1251	38.2786	0.0310
14.5045	GI-1e	27.5090	31.1283	0.0850
14.5055	GI-1e	56.5594	30.5995	0.0570
14.5065	GI-1e	69.4540	29.3256	0.0310
14.5075	GI-1e	19.5952	17.7566	0.0740
14.5085	GI-1e	29.5510	22.9911	0.0500
14.5095	GI-1e	19.1354	22.0006	0.0660
14.5105	GI-1e	25.2618	27.2704	0.0750
14.5115	GI-1e	31.3564	29.9958	0.0550
14.5125	GI-1e	19.4189	24.2641	0.0770
14.5135	GI-1e	21.3347	24.2218	0.0550
14.5145	GI-1e	25.3300	23.4981	0.0550
14.5155	GI-1e	27.3622	25.8450	0.0460
14.5165	GI-1e	21.7907	26.2853	0.0710
14.5175	GI-1e	28.4601	25.8738	0.0430
14.5185	GI-1e	16.8149	17.9176	0.0500
14.5195	GI-1e	22.9567	21.5605	0.0560
14.5205	GI-1e	49.9203	33.1142	0.0360
14.5215	GI-1e	48.0895	38.4659	0.0680
14.5225	GI-1e	31.2259	29.4386	0.0710
14.5235	GI-1e	23.3400	32.6059	0.0510
14.5245	GI-1e	32.1084	20.6850	0.0500
14.5255	GI-1e	22.7349	23.5065	0.0620
14.5265	GI-1e	34.6318	29.5731	0.0660
14.5275	GI-1e	49.4033	26.6438	0.0350
14.5285	GI-1e	32.2177	22.9127	0.0640
14.5295	GI-1e	38.0210	22.2308	0.0590
14.5305	GI-1e	30.1347	23.6130	0.0690
14.5315	GI-1e	32.0626	22.3094	0.0520
14.5325	GI-1e	25.2318	23.3365	0.0280
14.5335	GI-1e	27.0213	17.9352	0.0470
14.5345	GI-1e	30.1276	23.6542	0.0470
14.5355	GI-1e	29.0387	21.8425	0.0600
14.5365	GI-1e	36.8313	25.1027	0.0840
14.5375	GI-1e	54.1668	35.8545	0.0440
14.5385	GI-1e	58.5219	35.8756	0.0480
14.5395	GI-1e	35.2129	24.7128	0.0590
14.5405	GI-1e	43.1763	23.0675	0.0420
14.5415	GI-1e	34.9410	23.8882	0.0360
14.5425	GI-1e	40.6504	24.7789	0.0620
14.5435	GI-1e	39.0287	27.1170	0.0490
14.5445	GI-1e	44.5100	25.1371	0.0680
14.5455	GI-1e	52.2011	26.1291	0.0430
14.5465	GI-1e	39.0335	24.2372	0.0430
14.5475	GI-1e	35.9016	28.6439	0.0800
14.5485	GI-1e	37.1622	27.4855	0.0530
14.5495	GI-1e	53.2773	60.2222	0.0400
14.5505	GI-1e	34.5732	51.0284	0.0410
14.5515	GI-1e	40.3717	35.9113	0.0520
14.5525	GI-1e	46.1800	45.5935	0.0400
14.5535	GI-1e	52.8992	49.5049	0.0320
14.5545	GI-1e	31.3546	57.0526	0.0260
14.5555	GI-1e	33.2907	29.9275	0.0610
14.5565	GI-1e	46.5294	29.8710	0.0420
14.5575	GI-1e	39.9917	29.9966	0.0410
14.5585	GI-1e	35.4629	31.3797	0.0400
14.5595	GI-1e	38.8532	23.3733	0.0690
14.5605	GI-1e	39.4265	18.7242	0.0380
14.5615	GI-1e	28.8853	25.2292	0.0400
14.5625	GI-1e	35.4464	27.0218	0.0610
14.5635	GI-1e	34.0161	18.4407	0.0470
14.5645	GI-1e	60.0679	28.4580	0.0320
14.5655	GI-1e	57.6572	25.6039	0.0510
14.5665	GI-1e	49.8125	28.0775	0.0320
14.5675	GI-1e	39.7227	43.1830	0.0370
14.5685	GI-1e	44.0807	41.4293	0.0510
14.5695	GI-1e	42.4052	51.9589	0.0490
14.5705	GI-1e	44.1071	53.9490	0.0660
14.5715	GI-1e	46.7574	44.4194	0.0400
14.5725	GI-1e	33.0077	25.5840	0.0700
14.5735	GI-1e	43.0167	24.9049	0.0450
14.5745	GI-1e	32.7078	19.8664	0.0590
14.5755	GI-1e	37.8099	23.1932	0.0690
14.5765	GI-1e	41.4188	29.8042	0.0610
14.5775	GI-1e	48.4089	36.5886	0.0310
14.5785	GI-1e	47.3135	44.1578	0.0670
14.5795	GI-1e	47.5745	58.4550	0.0440
14.5805	GI-1e	47.3900	36.9263	0.0570
14.5815	GI-1e	36.4138	27.5293	0.0340
14.5825	GI-1e	36.9031	38.8541	0.0460
14.5835	GI-1e			0.0350
14.5845	GI-1e	104.0778	21.1367	0.0320
14.5855	GI-1e	60.4218	35.0744	0.0330
14.5865	GI-1e	74.0076	50.8189	0.0290
14.5875	GI-1e	55.2581	63.1242	0.0320
14.5885	GI-1e	50.8100	41.1854	0.0330
14.5895	GI-1e	40.0273	34.0478	0.0370
14.5905	GI-1e	32.9272	28.2048	0.0490
14.5915	GI-1e	50.6399	44.0856	0.0420
14.5925	GI-1e	34.2443	39.8221	0.0720
14.5935	GI-1e	58.7067	38.3798	0.0590
14.5945	GI-1e	35.7016	28.9906	0.0600
14.5955	GI-1e	41.5266	40.5863	0.0330
14.5965	GI-1e	27.5416	40.0964	0.0410
14.5975	GI-1e	33.8670	33.5464	0.0760
14.5985	GI-1e	50.2110	26.1320	0.0350
14.5995	GI-1e	46.1054	32.8994	0.0390
14.6005	GI-1e	57.4200	40.1130	0.0530
14.6015	GI-1e	48.9214	30.3748	0.0470
14.6025	GI-1e	41.1972	36.2125	0.0560
14.6035	GI-1e	38.4295	41.8603	0.0420
14.6045	GI-1e	32.9023	26.3638	0.0620
14.6055	GI-1e	50.7034	27.1761	0.0350
14.6065	GI-1e	37.2167	25.4948	0.0400
14.6075	GI-1e	26.1902	28.6980	0.0390
14.6085	GI-1e	61.4765	26.5691	0.0600
14.6095	GI-1e	62.1357	37.5871	0.0470
14.6105	GI-1e	39.2395	30.5859	0.0450
14.6115	GI-1e	42.8875	31.9208	0.0490
14.6125	GI-1e	96.2553	37.5960	0.0470
14.6135	GI-1e	61.3218	41.6773	0.0480
14.6145	GI-1e	56.8614	34.3821	0.0470
14.6155	GI-1e	46.3002	31.8728	0.0460
14.6165	GI-1e	65.1677	27.9268	0.0270
14.6175	GI-1e	43.4112	25.4566	0.0340
14.6185	GI-1e	47.2157	46.5337	0.0340
14.6195	GI-1e	48.0334	46.3611	0.0430
14.6205	GI-1e	46.2898	37.8414	0.0430
14.6215	GI-1e	72.4101	67.0548	0.0420
14.6225	GI-1e	68.6292	61.6786	0.0550
14.6235	GI-1e	66.2461	58.8563	0.0450
14.6245	GI-1e	69.8400	65.6589	0.0410
14.6255	GI-1e	50.4895	73.9039	0.0430
14.6265	GI-1e	75.4829	72.7340	0.0410
14.6275	GI-1e	186.8406	67.3702	0.0230
14.6285	GI-1e	34.2977	52.0283	0.0610
14.6295	GI-1e	56.9462	66.5580	0.0440
14.6305	GI-1e	31.3457	71.8304	0.0350
14.6315	GI-1e	45.2520	67.4880	0.0240
14.6325	GI-1e	52.6443	72.2188	0.0530
14.6335	GI-1e	50.2899	71.0552	0.0400
14.6345	GI-1e	68.7982	88.8334	0.0430
14.6355	GI-1e	59.0700	77.7701	0.0470
14.6365	GI-1e	83.8832	81.8263	0.0280
14.6375	GI-1e	50.8552	59.3125	0.0470
14.6385	GI-1e	46.4683	63.6715	0.0500
14.6395	GI-1e	81.0010	96.7374	0.0350
14.6405	GI-1e	67.1077	93.7529	0.0420
14.6415	GI-1e	64.7653	90.0355	0.0290
14.6425	GI-1e	74.4737	73.7860	0.0310
14.6435	GI-1e	71.3788	66.7706	0.0420
14.6445	GI-1e	62.4095	107.5784	0.0360
14.6455	GI-1e	111.4304	181.1523	0.0380
14.6465	GI-1e	115.9581	226.8752	0.0240
14.6475	GI-1e	89.2983	174.0851	0.0160
14.6485	GI-1e	77.3507	124.8858	0.0340
14.6495	GI-1e	67.4088	128.3262	0.0300
14.6505	GI-1e	53.9363	115.2090	0.0250
14.6515	GI-1e	42.3294	129.8953	0.0170
14.6525	GI-1e	52.3662	119.0056	0.0260
14.6535	GI-1e	82.7301	148.2452	0.0340
14.6545	GI-1e	103.3207	238.6112	0.0180
14.6555	GI-1e	89.5318	137.7940	0.0220
14.6565	GI-1e	58.1568	94.5586	0.0230
14.6575	GI-1e	85.7751	153.9689	0.0230
14.6585	GI-1e	65.6128	104.0006	0.0370
14.6595	GI-1e	99.0213	115.5711	0.0210
14.6605	GI-1e	76.6622	105.3786	0.0240
14.6615	GI-1e	44.1612	102.2401	0.0340
14.6625	GI-1e	60.2963	129.6501	0.0190
14.6635	GI-1e	82.4946	155.8178	0.0280
14.6645	GI-1e	80.9416	118.1078	0.0150
14.6655	GI-1e	69.7861	119.2061	0.0170
14.6665	GI-1e	112.1052	139.4429	0.0200
14.6675	GI-1e	107.1616	129.9054	0.0230
14.6685	GI-1e	86.2525	121.9935	0.0190
14.6695	GI-1e	42.9180	84.3367	0.0430
14.6705	GI-1e	64.2799	90.0931	0.0270
14.6715	GI-1e	155.5444	124.7597	0.0200
14.6725	GI-1e			0.0250
14.6735	GI-1e	33.2933	71.2527	0.0400
14.6745	GI-1e	93.7710	144.0037	0.0320
14.6755	GI-1e	170.2705	241.5960	0.0380
14.6765	GI-1e	157.5820	207.9166	0.0250
14.6775	GI-1e	56.9702	118.0431	0.0510
14.6785	GI-1e	142.3080	219.0472	0.0180
14.6795	GI-1e	55.9667	133.2675	0.0230
14.6805	GI-1e	59.6022	132.9827	0.0210
14.6815	GI-1e	71.6740	147.4199	0.0200
14.6825	GI-1e	118.5383	256.6813	0.0200
14.6835	GI-1e	86.0682	229.1116	0.0390
14.6845	GI-1e	65.9582	134.8823	0.0350
14.6855	GI-1e	45.8201	124.8687	0.0360
14.6865	GI-1e	66.7880	79.4344	0.0240
14.6875	GI-1e	29.8142	104.1710	0.0260
14.6885	GI-1e	44.5498	144.0218	0.0420
14.6895	GI-1e	104.9907	186.1384	0.0230
14.6905	GI-1e	69.3254	128.0828	0.0260
14.6915	GI-1e	53.2334	115.0162	0.0250
14.6925	GI-1e	34.9088	91.6104	0.0330
14.6935	GI-1e	65.1666	134.3877	0.0210
14.6945	GI-1e	76.1353	170.7270	0.0340
14.6955	GI-1e	49.7833	142.7287	0.0300
14.6965	GI-1e	71.4803	146.5195	0.0350
14.6975	GI-1e	67.6861	107.8415	0.0330
14.6985	GI-1e	49.4345	76.6008	0.0360
14.6995	GI-1e	81.3946	113.2217	0.0200
14.7005	GI-1e	40.6083	105.5805	0.0260
14.7015	GI-1e	69.0160	135.7669	0.0190
14.7025	GI-1e	69.2178	140.9654	0.0200
14.7035	GI-1e	40.0013	107.1059	0.0360
14.7045	GI-1e	53.4607	127.5817	0.0240
14.7055	GI-1e	65.2093	129.4449	0.0210
14.7065	GI-1e	52.0751	120.3479	0.0270
14.7075	GI-1e	64.3759	154.4563	0.0180
14.7085	GI-1e	46.9931	241.8449	0.0230
14.7095	GI-1e	46.0746	468.2954	0.0190
14.7105	GI-1e	67.3143	526.7363	0.0210
14.7115	GI-1e	60.7215	476.8710	0.0340
14.7125	GI-1e	46.6764	127.1396	0.0200
14.7135	GI-1e	60.6762	123.4570	0.0140
14.7145	GI-1e	46.8830	112.2264	0.0360
14.7155	GI-1e	63.1807	103.0063	0.0260
14.7165	GI-1e	50.9191	92.5061	0.0360
14.7175	GI-1e	51.6201	96.8067	0.0290
14.7185	GI-1e	70.0827	115.8876	0.0430
14.7195	GI-1e	70.4494	115.3622	0.0370
14.7205	GI-1e	75.4157	134.2521	0.0340
14.7215	GI-1e	67.3365	172.6602	0.0350
14.7225	GI-1e	105.9298	167.7567	0.0220
14.7235	GI-1e	83.5508	166.5227	0.0340
14.7245	GI-1e	55.2323	160.2412	0.0310
14.7255	GI-1e	100.2013	213.7861	0.0180
14.7265	GI-1e	85.6185	207.9441	0.0450
14.7275	GI-1e	88.8137	192.1408	0.0330
14.7285	GI-1e	72.1504	172.8941	0.0170
14.7295	GI-1e	41.2014	122.7433	0.0270
14.7305	GI-1e	116.8742	115.7891	0.0430
14.7315	GI-1e	99.2117	121.3765	0.0300
14.7325	GI-1e	104.9069	136.7176	0.0310
14.7335	GI-1e	117.2864	187.5475	0.0230
14.7345	GI-1e	94.1514	157.9116	0.0280
14.7355	GI-1e	120.6392	214.3403	0.0280
14.7365	GI-1e	80.2193	177.6259	0.0300
14.7375	GI-1e	76.4179	144.4424	0.0190
14.7385	GI-1e	66.3335	140.3513	0.0270
14.7395	GI-1e	49.3879	112.9633	0.0340
14.7405	GI-1e	50.4317	120.7967	0.0260
14.7415	GI-1e	46.6190	135.3569	0.0260
14.7425	GI-1e	52.6147	190.1067	0.0270
14.7435	GI-1e	32.9580	200.1113	0.0170
14.7445	GI-1e	27.2017	128.4361	0.0410
14.7455	GI-1e	56.0018	141.3099	0.0230
14.7465	GI-1e	31.6569	81.5500	0.0300
14.7475	GI-1e	47.9804	91.7745	0.0380
14.7485	GI-1e	81.9382	129.2829	0.0390
14.7495	GI-1e	73.2863	160.6888	0.0350
14.7505	GI-1e	40.3220	104.9408	0.0270
14.7515	GI-1e	64.9855	115.9660	0.0410
14.7525	GI-1e	99.8776	157.0144	0.0420
14.7535	GI-1e	43.6368	119.4184	0.0240
14.7545	GI-1e	32.7733	98.9960	0.0270
14.7555	GI-1e	33.2877	109.6526	0.0450
14.7565	GI-1e	41.8250	120.0096	0.0350
14.7575	GI-1e	63.9007	182.0788	0.0200
14.7585	GI-1e	121.0732	204.6751	0.0250
14.7595	GI-1e	103.4725	240.0229	0.0350
14.7605	GI-1e	60.4603	172.7880	0.0280
14.7615	GI-1e	48.2973	160.8609	0.0280
14.7625	GI-1e	43.3583	144.5258	0.0250
14.7635	GI-1e	49.2929	146.1031	0.0200
14.7645	GI-1e	59.1726	138.8100	0.0390
